"EMPLOYER_STATE_PROVINCE","EMPLOYER_CITY","EMPLOYER_POSTAL_CODE","count"
"ARIZONA","SAFFORD","85546",1
"ARIZONA","SCOTTSDALE","85255-5461",1
"ARIZONA","SCOTTSDALE, AZ","85258",1
"ARIZONA","STANFIELD","85172",1
"ARIZONA","SUPERIOR","85273",1
"ARIZONA","SURPRISE","85379",1
"ARIZONA","TEMPE","85282",1
"ARIZONA","TEMPE","85283",1
"ARIZONA","TUCSON","85705",1
"ARIZONA","TUCSON","85710",1
"ARIZONA","TUCSON","85711",1
"ARIZONA","TUCSON","85712",1
"ARIZONA","TUCSON","85741",1
"ARIZONA","TUCSON","85745",1
"ARIZONA","WINSLOW","86047",1
"ARIZONA ARIZONA","CHANDLER","85224",1
"ARIZONA DANI DENTAL STUDIO","TEMPE","85282",1
"ARIZONA KLAND CIVIL ENGINEERS","PHOENIX","85020",1
"ARIZONA MARICOPA","SCOTTSDALE","85260",1
"ARIZONA MARICOPA","TEMPE","85281",1
"ARIZONA TYLER REINFORCING LLC","PHOENIX","85009",1
"ARIZONA YAVAPAI COUNTY","PRESCOTT","86301",1
"ARKANSAS","BATESVILLE","72501",1
"ARKANSAS","BENTONVILLE","72713",1
"ARKANSAS","CONWAY","72035",1
"ARKANSAS","DUMAS","71639",1
"ARKANSAS","EARLE","72331",1
"ARKANSAS","EL DORADO","71730",1
"ARKANSAS","FAYETTEVILLE","72701",1
"ARKANSAS","FAYETTEVILLE","72704",1
"ARKANSAS","FORT SMITH","72901",1
"ARKANSAS","LITTLE ROCK,","72211",1
"ARKANSAS","OSCEOLA","72370",1
"ARKANSAS","PINE BLUFF","71601",1
"ARKANSAS","SHERWOOD","72120",1
"ARKANSAS","SPRINGDALE","72762",1
"ARKANSAS","SPRINGDALE","72764",1
"ARKANSAS","TEMPE","85281",1
"ARKANSAS","WATSON","71674",1
"CALIFORNIA","ALAMEDA","94501",1
"CALIFORNIA","ALAMEDA","94502",1
"CALIFORNIA","ALBANY","94706",1
"CALIFORNIA","ALISO VIEJO","92698",1
"CALIFORNIA","APPLE VALLEY","92307",1
"CALIFORNIA","APTOS","95003",1
"CALIFORNIA","ARCATA","95521",1
"CALIFORNIA","AZUSA","91702",1
"CALIFORNIA","BAKERSFIELD","93301",1
"CALIFORNIA","BAKERSFIELD","93304",1
"CALIFORNIA","BAKERSFIELD","93308",1
"CALIFORNIA","BAKERSFIELD","93312",1
"CALIFORNIA","BALDWIN PARK,","91706",1
"CALIFORNIA","BERKELEY","94702",1
"CALIFORNIA","BERKELEY","94705",1
"CALIFORNIA","BERMUDA DUNES","92203",1
"CALIFORNIA","BREA","92823",1
"CALIFORNIA","BUENA PARK","90620",1
"CALIFORNIA","BURBANK","91521-1405",1
"CALIFORNIA","BURBANK","91522",1
"CALIFORNIA","CAMARILLO","93010",1
"CALIFORNIA","CANOGA PARK","91303",1
"CALIFORNIA","CARDIFF","92007",1
"CALIFORNIA","CARLSBAD","92011",1
"CALIFORNIA","CARSON","90248",1
"CALIFORNIA","CARSON","90746",1
"CALIFORNIA","CASTRO VALLEY","94546",1
"CALIFORNIA","CASTRO VALLEY","94583",1
"CALIFORNIA","CENTURY CITY","90067",1
"CALIFORNIA","CHICO","95929",1
"CALIFORNIA","CHINO","91709",1
"CALIFORNIA","CHINO HILLS","91709",1
"CALIFORNIA","CHUALAR","93925",1
"CALIFORNIA","CITY OF COMMERCE","90040",1
"CALIFORNIA","CLEARLAKE","95422",1
"CALIFORNIA","COLTON","92324",1
"CALIFORNIA","COMPTON","90221",1
"CALIFORNIA","CORNING","96021",1
"CALIFORNIA","CORONA","92880",1
"CALIFORNIA","COVINA","91722",1
"CALIFORNIA","CRESCENT CITY","95531",1
"CALIFORNIA","DIAMOND BAR","91789",1
"CALIFORNIA","DOWNEY","90242",1
"CALIFORNIA","EAGLE ROCK","90041",1
"CALIFORNIA","EASTVALE","92880",1
"CALIFORNIA","EL DORADO HLS","95762",1
"CALIFORNIA","EL NIDO","95317",1
"CALIFORNIA","ELK GROVE","95624",1
"CALIFORNIA","ENCINITAS","92024",1
"CALIFORNIA","ENCINO","91316",1
"CALIFORNIA","ENCINO","91346",1
"CALIFORNIA","ESCONDIDO","92025",1
"CALIFORNIA","FAIRFIELD","94533",1
"CALIFORNIA","FONTANA","92336",1
"CALIFORNIA","FOOTHILL RANCH","92610",1
"CALIFORNIA","FREMONT","47131",1
"CALIFORNIA","FRESNO","93711",1
"CALIFORNIA","FRESNO","93722",1
"CALIFORNIA","FRESNO","93737",1
"CALIFORNIA","FRESNO","93740",1
"CALIFORNIA","GARDEN GROVE","92844",1
"CALIFORNIA","GEYSERVILLE","",1
"CALIFORNIA","GLENDALE","91202",1
"CALIFORNIA","GLENDALE","91801",1
"CALIFORNIA","GRANADA HILLS","91344",1
"CALIFORNIA","HALF MOON BAY","94019",1
"CALIFORNIA","HARBOR CITY","90710",1
"CALIFORNIA","HAYWARD","94541",1
"CALIFORNIA","HERMOSA BEACH","90254",1
"CALIFORNIA","HESPERIA","92345",1
"CALIFORNIA","HOLLYWOOD","90028",1
"CALIFORNIA","HUGHSON","95326",1
"CALIFORNIA","HUNTINGTON BEACH","92646",1
"CALIFORNIA","HUNTINGTON PARK","90255",1
"CALIFORNIA","INGLEWOOD","90301",1
"CALIFORNIA","INGLEWOOD","90302",1
"CALIFORNIA","INGLEWOOD","90304",1
"CALIFORNIA","IRVINE","92617",1
"CALIFORNIA","LA MESA","91942",1
"CALIFORNIA","LA VERNE","91750",1
"CALIFORNIA","LAGUNA BEACH","92651",1
"CALIFORNIA","LAVERNE","91750",1
"CALIFORNIA","LINDEN","95236",1
"CALIFORNIA","LIVERMORE","94550",1
"CALIFORNIA","LIVINGSTON","95334",1
"CALIFORNIA","LODI","95240",1
"CALIFORNIA","LODI","95242",1
"CALIFORNIA","LOMA LINDA","92354",1
"CALIFORNIA","LOMITA","90717",1
"CALIFORNIA","LOMPOC","93436",1
"CALIFORNIA","LONG BEACH","90802",1
"CALIFORNIA","LONG BEACH","90803",1
"CALIFORNIA","LONG BEACH","90808",1
"CALIFORNIA","LONG BEACH","90840",1
"CALIFORNIA","LOOMIS","95650",1
"CALIFORNIA","LOS ALAMITOS","90720",1
"CALIFORNIA","LOS ALTOS HILLS","94022",1
"CALIFORNIA","LOS ALTOS HILLS","94024",1
"CALIFORNIA","LOS ANGELES","90010-1608",1
"CALIFORNIA","LOS ANGELES","90017-2713",1
"CALIFORNIA","LOS ANGELES","90029",1
"CALIFORNIA","LOS ANGELES","90033",1
"CALIFORNIA","LOS ANGELES","90040",1
"CALIFORNIA","LOS ANGELES","90041",1
"CALIFORNIA","LOS ANGELES","90046",1
"CALIFORNIA","LOS ANGELES","90057",1
"CALIFORNIA","LOS ANGELES","90059",1
"CALIFORNIA","LOS ANGELES","90063",1
"CALIFORNIA","LOS ANGELES","90094",1
"CALIFORNIA","LOS ANGELES","90272",1
"CALIFORNIA","LOS ANGELES","90291",1
"CALIFORNIA","LOS ANGELES","91755",1
"CALIFORNIA","LOS BANOS","93635",1
"CALIFORNIA","MALIBU","90265",1
"CALIFORNIA","MANTECA","95337",1
"CALIFORNIA","MARINA DEL REY","90292",1
"CALIFORNIA","MERCED","95340",1
"CALIFORNIA","MOJAVE","93501",1
"CALIFORNIA","MONTEBELLO","90640",1
"CALIFORNIA","MONTEREY","93944",1
"CALIFORNIA","MONTEREY PARK","91754-7666",1
"CALIFORNIA","MOORPARK","93021",1
"CALIFORNIA","NAPA","94558",1
"CALIFORNIA","NAPA","94559",1
"CALIFORNIA","NATIONAL CITY","91950",1
"CALIFORNIA","NEWPORT BEACH","92663",1
"CALIFORNIA","NEWPORT COAST","92657",1
"CALIFORNIA","NORTH HOLLYWOOD","91605",1
"CALIFORNIA","NORWALK","90650",1
"CALIFORNIA","OAKLAND","94601",1
"CALIFORNIA","OAKLAND","94611",1
"CALIFORNIA","OAKLAND","94621",1
"CALIFORNIA","OJAI","93023",1
"CALIFORNIA","ONTARIO","91762",1
"CALIFORNIA","PACIFICA","94044",1
"CALIFORNIA","PALM SPRINGS","92264",1
"CALIFORNIA","PALO ALTO","94040",1
"CALIFORNIA","PANORAMA CITY","91402",1
"CALIFORNIA","PASADENA","91030",1
"CALIFORNIA","PASADENA","91103",1
"CALIFORNIA","PASADENA","91104",1
"CALIFORNIA","PASADENA","91109",1
"CALIFORNIA","PASADENA","91124",1
"CALIFORNIA","PASADENA","91188",1
"CALIFORNIA","PASO ROBLES","93446",1
"CALIFORNIA","PITTSBURG","94565",1
"CALIFORNIA","PLEASANTON","94568",1
"CALIFORNIA","POMONA","91766",1
"CALIFORNIA","PORTERVILLE","93257",1
"CALIFORNIA","REDDING","96001",1
"CALIFORNIA","REDDING","96002",1
"CALIFORNIA","RICHMOND","94804",1
"CALIFORNIA","RIVERSIDE","92501",1
"CALIFORNIA","RIVERSIDE","92503",1
"CALIFORNIA","RIVERSIDE","92505",1
"CALIFORNIA","ROCKLIN","95677",1
"CALIFORNIA","ROCKLIN","95765",1
"CALIFORNIA","ROSEVILLE","95661",1
"CALIFORNIA","ROSEVILLE","95747",1
"CALIFORNIA","SACRAMENTO","95815",1
"CALIFORNIA","SACRAMENTO","95816",1
"CALIFORNIA","SACRAMENTO","95824",1
"CALIFORNIA","SAINT HELENA","94574",1
"CALIFORNIA","SALINAS","93905",1
"CALIFORNIA","SAN ANSELMO","94960",1
"CALIFORNIA","SAN ANSELMO","94966",1
"CALIFORNIA","SAN BERNARDINO","92407",1
"CALIFORNIA","SAN CLEMENTE","92673",1
"CALIFORNIA","SAN DIEGO","92103",1
"CALIFORNIA","SAN DIEGO","92106",1
"CALIFORNIA","SAN DIEGO","92108",1
"CALIFORNIA","SAN DIEGO","92117",1
"CALIFORNIA","SAN DIMAS","91773",1
"CALIFORNIA","SAN FRANCISCO","94102-4694",1
"CALIFORNIA","SAN FRANCISCO","94116",1
"CALIFORNIA","SAN FRANCISCO","94132",1
"CALIFORNIA","SAN FRANCISCO","94143",1
"CALIFORNIA","SAN FRANCISCO, CA","94103",1
"CALIFORNIA","SAN JOSE","95054",1
"CALIFORNIA","SAN JOSE","95117",1
"CALIFORNIA","SAN JOSE","95119-1375",1
"CALIFORNIA","SAN JOSE,","95131",1
"CALIFORNIA","SAN LORENZO","94580",1
"CALIFORNIA","SAN MARCOS","92069",1
"CALIFORNIA","SAN PABLO","94806",1
"CALIFORNIA","SAN PEDRO","90732",1
"CALIFORNIA","SAN RAMON","94583-4439",1
"CALIFORNIA","SANTA ANA","92706",1
"CALIFORNIA","SANTA BARBARA","93103",1
"CALIFORNIA","SANTA CLARITA","91321",1
"CALIFORNIA","SANTA CLARITA","91355",1
"CALIFORNIA","SANTA CLARITA","91387",1
"CALIFORNIA","SANTA MARIA","93454",1
"CALIFORNIA","SANTA ROSA","95404",1
"CALIFORNIA","SANTA ROSA","95405",1
"CALIFORNIA","SANTAÁCLARA","95054",1
"CALIFORNIA","SAUSALITO","94965",1
"CALIFORNIA","SEBASTOPOL","95472",1
"CALIFORNIA","SELMA","93662-3806",1
"CALIFORNIA","SHAFTER","93263",1
"CALIFORNIA","SHERMAN OAKS","91401",1
"CALIFORNIA","SIMI VALLEY","93063",1
"CALIFORNIA","SIMI VALLEY","93065",1
"CALIFORNIA","SONOMA","95476",1
"CALIFORNIA","SOUTH PASADENA","91030",1
"CALIFORNIA","STANTON","90680",1
"CALIFORNIA","STOCKTON","95204",1
"CALIFORNIA","STOCKTON","95211",1
"CALIFORNIA","STUDIO CITY","91604",1
"CALIFORNIA","SUNNYVALE","94087",1
"CALIFORNIA","TEMECULA","92590",1
"CALIFORNIA","TEMECULA","92591",1
"CALIFORNIA","THOUSAND OAKS","91360",1
"CALIFORNIA","THOUSAND OAKS","91361-1299",1
"CALIFORNIA","THOUSAND OAKS","91362",1
"CALIFORNIA","THOUSAND OAKS","93120",1
"CALIFORNIA","TORRANCE","90503-6517",1
"CALIFORNIA","TUJUNGA","91042",1
"CALIFORNIA","TURLOCK","95382",1
"CALIFORNIA","TUSTIN","92782",1
"CALIFORNIA","VACAVILLE","95687",1
"CALIFORNIA","VALLEJO","94589",1
"CALIFORNIA","VALLEJO","94591",1
"CALIFORNIA","VALLEJO","94592",1
"CALIFORNIA","VALLEY VILLAGE","91607",1
"CALIFORNIA","VAN NUYS","91405",1
"CALIFORNIA","VENICE","90291",1
"CALIFORNIA","VICTORVILLE","92394",1
"CALIFORNIA","VICTORVILLE","92395",1
"CALIFORNIA","WALNUT CREEK","94598",1
"CALIFORNIA","WEIMAR","95736",1
"CALIFORNIA","WEST HOLLYWOOD","90038",1
"CALIFORNIA","WEST SACRAMENTO","95691",1
"CALIFORNIA","WESTMINISTER","92683",1
"CALIFORNIA","WHITTIER","90601",1
"CALIFORNIA","WILLOWS","95988",1
"CALIFORNIA","WINCHESTER","92596",1
"CALIFORNIA","WOODSIDE","94062",1
"CALIFORNIA","YORBA LINDA","92886",1
"CALIFORNIA","YUBA CITY","95901",1
"CALIFORNIA","YUBA CITY","95991",1
"CALIFORNIA  STANISLAUS","MODESTO","95356",1
"CALIFORNIA 0.00","SAN JOSE","95110",1
"CALIFORNIA 1954","TORRANCE","90505",1
"CALIFORNIA 1957","LAKEWOOD","90713",1
"CALIFORNIA 2021","SAN FRANCISCO","94105",1
"CALIFORNIA 90010","LOS ANGELES","90010",1
"CALIFORNIA 91731","EL MONTE","91731",1
"CALIFORNIA 92058","OCEANSIDE","92058",1
"CALIFORNIA 92130","SAN DIEGO","92130",1
"CALIFORNIA 92405","SAN BERNARDINO","92405",1
"CALIFORNIA 93033","OXNARD","93033",1
"CALIFORNIA 94544","FREMONT","94544",1
"CALIFORNIA ACGTXYZ, INC. DBA RDMD","SAN FRANCISCO","94158",1
"CALIFORNIA AMERICAN TRAVEL SOLUTIONS","CALABASAS","91302",1
"CALIFORNIA BILL.COM","PALO ALTO","94303",1
"CALIFORNIA BODY AND BALANCE CENTER","SAN LUIS OBISPO","93401",1
"CALIFORNIA BRIGHTTALK, INC.","SAN FRANCISCO","94104",1
"CALIFORNIA CA","AGOURA HILLS","91301",1
"CALIFORNIA CA","ANAHEIM","92801",1
"CALIFORNIA CA","CALABASAS","91302",1
"CALIFORNIA CA","FOSTER CITY","94404",1
"CALIFORNIA CA","FREMONT","94538",1
"CALIFORNIA CA","LATHROP","95330",1
"CALIFORNIA CA","LIVINGSTON","95334",1
"CALIFORNIA CA","LOS ALTOS","94022",1
"CALIFORNIA CA","LOS ANGELES","90015",1
"CALIFORNIA CA","OAKLAND","94610",1
"CALIFORNIA CA","RANCHO CUCAMONGA","91730",1
"CALIFORNIA CA","SAN DIEGO","92121",1
"CALIFORNIA CA","SAN FRANCISCO","94104",1
"CALIFORNIA CA","SAN FRANCISCO","94105",1
"CALIFORNIA CA","SAN FRANCISCO","94111",1
"CALIFORNIA CA","SAN FRANCISCO","94122",1
"CALIFORNIA CA","SANTA CLARA","95054-3100",1
"CALIFORNIA CA","SUNNYVALE","94087",1
"CALIFORNIA CA","WEST HOLLYWOOD","90069",1
"CALIFORNIA CA","WOODLAND HILLS","91367",1
"CALIFORNIA CALIFORNIA","ALAMEDA","94502",1
"CALIFORNIA CALIFORNIA","BURBANK","91505",1
"CALIFORNIA CALIFORNIA","GLENDALE","91203",1
"CALIFORNIA CALIFORNIA","HAYWARD","94545",1
"CALIFORNIA CALIFORNIA","IRVINE","92612",1
"CALIFORNIA CALIFORNIA","IRVINE","92618",1
"CALIFORNIA CALIFORNIA","LA MIRADA","90638",1
"CALIFORNIA CALIFORNIA","LOS ANGELES","90061",1
"CALIFORNIA CALIFORNIA","LOS ANGELES","90064",1
"CALIFORNIA CALIFORNIA","NEWHALL","91321",1
"CALIFORNIA CALIFORNIA","NOVATO","94949",1
"CALIFORNIA CALIFORNIA","PALO ALTO","94301",1
"CALIFORNIA CALIFORNIA","PALO ALTO","94303",1
"CALIFORNIA CALIFORNIA","PALO ALTO","94306",1
"CALIFORNIA CALIFORNIA","SAN DIEGO","92121",1
"CALIFORNIA CALIFORNIA","SAN FRANCISCO","94105",1
"CALIFORNIA CALIFORNIA","SAN JOSE","95110",1
"CALIFORNIA CALIFORNIA","SAN JOSE","95131",1
"CALIFORNIA CALIFORNIA","TORRANCE","90501",1
"CALIFORNIA CALIFORNIA","UNION CITY","94587",1
"CALIFORNIA CALIFORNIA","WATSONVILLE","95076",1
"CALIFORNIA CLARIFY HEALTH SOLUTIONS","SAN FRANCISCO","94105",1
"CALIFORNIA CONTRA COSTA COUNTY","CONCORD","94520",1
"CALIFORNIA DEMAS LAW GROUP PC","SACRAMENTO","95825",1
"CALIFORNIA G&D AUTO COLLISION INC","COSTA MESA","92627",1
"CALIFORNIA GETAROUND INC","SAN FRANCISCO","94103",1
"CALIFORNIA INTELLIGENTTAG","SAN CLEMENTE","92673",1
"CALIFORNIA IRISLOGIC INC","SANTA CLARA","95051",1
"CALIFORNIA IRVINE ART & MUSIC CENTER","IRVINE","92604",1
"CALIFORNIA LYTX, INC.","SAN DIEGO","92121",1
"CALIFORNIA N/A","SANTA MONICA","90404",1
"CALIFORNIA ORANGE COUNTY","IRVINE","92620",1
"CALIFORNIA ORANGE COUNTY","PLACENTIA","92870",1
"CALIFORNIA RENASCENCE SCHOOL INTERNATIONAL","COSTA MESA","92626",1
"CALIFORNIA ROPPONGI SUSHI","LIVERMORE","94550",1
"CALIFORNIA SAN MATEO","MENLO PARK","94025",1
"CALIFORNIA SANTA BARBARA UNIFIED SCHOOL D","SANTA BARBARA","93101",1
"CALIFORNIA SILICON SPECTRA, INC.","SANTA CLARA","95054",1
"CALIFORNIA SMYLIO INC.","FREMONT","94538",1
"COLORADO","ASPEN","81611",1
"COLORADO","AURORA","80014",1
"COLORADO","AURORA","80015",1
"COLORADO","BOULDER","80026",1
"COLORADO","CARBONDALE","81623",1
"COLORADO","CENTENNIAL","80016",1
"COLORADO","CENTENNIAL","80111",1
"COLORADO","COLORADO SPRINGS","80905",1
"COLORADO","COLORADO SPRINGS","80906",1
"COLORADO","COLORADO SPRINGS","80907",1
"COLORADO","DENVER","80203",1
"COLORADO","DENVER","80208",1
"COLORADO","DENVER","80210",1
"COLORADO","DENVER","80220",1
"COLORADO","DENVER","80222",1
"COLORADO","DENVER","80235",1
"COLORADO","DENVER","80239",1
"COLORADO","DURANGO","81301",1
"COLORADO","ENGLEWOOD","80110",1
"COLORADO","ENGLEWOOD","80116",1
"COLORADO","FORT COLLINS","80525",1
"COLORADO","FORT MORGAN","80701",1
"COLORADO","FOUNTAIN","80817",1
"COLORADO","GRAND JUNCTION","81505",1
"COLORADO","GRAND JUNCTION","81506",1
"COLORADO","GREELEY","80631",1
"COLORADO","GREELEY","80639",1
"COLORADO","LAFAYETTE","80027",1
"COLORADO","LAKEWOOD","80215-3785",1
"COLORADO","LAKEWOOD","80228",1
"COLORADO","LITTLETON","80127",1
"COLORADO","LONE TREE","80124",1
"COLORADO","LONGMONT","80501",1
"COLORADO","LOVELAND","80537",1
"COLORADO","MACK","81525",1
"COLORADO","NORTHGLENN","80233",1
"COLORADO","VAIL","81657",1
"COLORADO","VAIL","81659",1
"COLORADO","WESTMINSTER","80031",1
"COLORADO","WHEAT RIDGE","80033",1
"COLORADO  ","GREENWOOD VILLAGE","80111",1
"COLORADO BETSOL","BROOMFIELD","80021",1
"COLORADO CO","AURORA","80012",1
"COLORADO CO","CENTENNIAL","80111",1
"COLORADO CO","LOUISVILLE","80027",1
"COLORADO EL PASO","COLORADO SPRINGS","80903",1
"COLORADO ENGLEWOOD","CENTENNIAL","80112",1
"COLORADO SHEARS ADKINS ROCKMORE ARCHITECTS","DENVER","80202",1
"COLORADO TEKXEL LLC","STEAMBOAT SPRINGS","80487",1
"CONNECTICUT","BEACON FALLS","06403",1
"CONNECTICUT","BRIDGEPORT","06608",1
"CONNECTICUT","EAST WINDSOR","06088",1
"CONNECTICUT","FAIRFIELD","06824",1
"CONNECTICUT","HAMDEN","06514",1
"CONNECTICUT","HAMDEN","06517",1
"CONNECTICUT","MANCHESTER","06042",1
"CONNECTICUT","MANSFIELD","06250",1
"CONNECTICUT","MIDDLETOWN","06459",1
"CONNECTICUT","NEW MILFORD","06776",1
"CONNECTICUT","PLAINVILLE","06062",1
"CONNECTICUT","SOUTH KENT","06785",1
"CONNECTICUT","SOUTHPORT","06890",1
"CONNECTICUT","STAMFORD","06902-6751",1
"CONNECTICUT","STAMFORD","06906",1
"CONNECTICUT","TRUMBULL","06611",1
"CONNECTICUT","WALLINGFORD","06492",1
"CONNECTICUT","WATERBURY","06706",1
"CONNECTICUT","WILTON","06897",1
"CONNECTICUT BARTLETT TREE EXPERTS","STAMFORD","06902",1
"CONNECTICUT CT","GREENWICH","06830",1
"CONNECTICUT FAIRFIELD","DARIEN","06820",1
"CONNECTICUT FAIRFIELD (TRUMBULL)","BRIDGEPORT","06606",1
"CONNECTICUT KATIE DESMOND","WILTON","06897",1
"DELAWARE","DELMAR","19940",1
"DELAWARE","GEORGETOWN","19947",1
"DELAWARE","LEWES","19958",1
"DELAWARE","NEWARK","19711",1
"DELAWARE","SELBYVILLE","19975",1
"DELAWARE","WILMINGTON","19805",1
"DELAWARE","WILMINGTON","19806",1
"DELAWARE","WILMINGTON","19880",1
"DELAWARE","WILMINGTON","19899",1
"DISTRICT OF COLUMBIA","WASHINGTON","20002-4242",1
"DISTRICT OF COLUMBIA","WASHINGTON","20007-2113",1
"DISTRICT OF COLUMBIA","WASHINGTON","20011",1
"DISTRICT OF COLUMBIA","WASHINGTON","20013",1
"DISTRICT OF COLUMBIA","WASHINGTON","20018",1
"DISTRICT OF COLUMBIA","WASHINTON","20017",1
"DISTRICT OF COLUMBIA DC","WASHINGTON","20005",1
"DISTRICT OF COLUMBIA DISTRICT OF COLUMBIA","WASHINGTON","20001",1
"DISTRICT OF COLUMBIA DISTRICT OF COLUMBIA","WASHINGTON","20003",1
"DISTRICT OF COLUMBIA TENLEYTOWN LLC","WASHINGTON","20011",1
"DISTRICT OF COLUMBIA THE ONE CAMPAIGN","WASHINGTON, D.C.","20004",1
"FLORIDA","APOPKA","32712",1
"FLORIDA","AVENTURA","33160",1
"FLORIDA","BAY HARBOR ISLANDS","33154",1
"FLORIDA","BAY HARBOR ISLANDS","33154-2048",1
"FLORIDA","BOCA RATON","33428",1
"FLORIDA","BOCA RATON","33428-4864",1
"FLORIDA","BOCA RATON","33433",1
"FLORIDA","BOCA RATON","33437",1
"FLORIDA","BONITA SPRINGS","34134",1
"FLORIDA","BOYNTON BEACH","33472",1
"FLORIDA","BOYNTON BEACH","33487",1
"FLORIDA","BRADENTON","34209",1
"FLORIDA","BRANDON","33510",1
"FLORIDA","BROOKSVILLE","34601",1
"FLORIDA","BUNNELL","32110",1
"FLORIDA","CAPE CORAL","33909",1
"FLORIDA","CAPE CORAL","33991",1
"FLORIDA","CELEBRATION","34747",1
"FLORIDA","CLEARWATER","33755",1
"FLORIDA","CLEARWATER","33759",1
"FLORIDA","CLEARWATER","33762",1
"FLORIDA","CLEARWATER","337624102",1
"FLORIDA","CLEARWATER","33765",1
"FLORIDA","CLERMONT","34714",1
"FLORIDA","CLERMONT","34715",1
"FLORIDA","COCONUT CREEK","33063",1
"FLORIDA","COOPER CITY","33330",1
"FLORIDA","CORAL GABLE","33134",1
"FLORIDA","CORAL GABLES","33143",1
"FLORIDA","CORAL GABLES","33146-1832",1
"FLORIDA","CORAL GABLES","33156",1
"FLORIDA","CORAL SPRINGS","33071",1
"FLORIDA","DADE CITY","33525",1
"FLORIDA","DAVIE","33325",1
"FLORIDA","DAVIE","33330",1
"FLORIDA","DAYTONA BEACH","33124",1
"FLORIDA","DELAND","32724",1
"FLORIDA","DELRAY BEACH","33444",1
"FLORIDA","DELRAY BEACH","33445",1
"FLORIDA","DESTIN","32541",1
"FLORIDA","DORAL","33195",1
"FLORIDA","DUNEDIN","34698",1
"FLORIDA","ESTERO","33928",1
"FLORIDA","FLORIDA CITY","33034",1
"FLORIDA","FORT LAUDERDALE","33304",1
"FLORIDA","FORT LAUDERDALE","33311",1
"FLORIDA","FORT LAUDERDALE","33314",1
"FLORIDA","FORT LAUDERDALE","33334",1
"FLORIDA","FORT MEYERS","33916",1
"FLORIDA","FORT MYERS","33097",1
"FLORIDA","FORT MYERS","33901",1
"FLORIDA","FORT MYERS","33903",1
"FLORIDA","FORT MYERS","33916",1
"FLORIDA","FORT MYERS","33965-6565",1
"FLORIDA","FORT WALTON BEACH","32548",1
"FLORIDA","FT. LAUDERDALE","33308",1
"FLORIDA","FT. LAUDERDALE","33311",1
"FLORIDA","GAINESVIILLE","32609",1
"FLORIDA","GAINESVILLE","32607",1
"FLORIDA","GAINESVILLE","32608",1
"FLORIDA","GOLDEN BEACH","33160",1
"FLORIDA","GROVELAND","34736",1
"FLORIDA","HAINES CITY","33844",1
"FLORIDA","HIALEAH GARDENS","33018",1
"FLORIDA","HOLLY HILL","32117",1
"FLORIDA","HOLLYWOOD","33019",1
"FLORIDA","HOMESTEAD","33032",1
"FLORIDA","HOWEY IN THE HILLS","34737",1
"FLORIDA","JACKSONVILLE","32217",1
"FLORIDA","JACKSONVILLE","32224",1
"FLORIDA","JACKSONVILLE","32226",1
"FLORIDA","JACKSONVILLE","32257",1
"FLORIDA","JUPITER","33477",1
"FLORIDA","KISSIMEE","34744",1
"FLORIDA","KISSIMMEE","34743",1
"FLORIDA","LAFAYETTE","70503",1
"FLORIDA","LAKE WORTH","33460",1
"FLORIDA","LAKELAND","33813",1
"FLORIDA","LANTANA","33462",1
"FLORIDA","LARGO","33770",1
"FLORIDA","LAUDERDALE LAKES","33319",1
"FLORIDA","LAUDERHILL","33311",1
"FLORIDA","LEESBURG","34748",1
"FLORIDA","LEHIGH ACRES","33971",1
"FLORIDA","LOXAHATCHEE","33470",1
"FLORIDA","MIAMI","33014",1
"FLORIDA","MIAMI","33016",1
"FLORIDA","MIAMI","33127",1
"FLORIDA","MIAMI","33134",1
"FLORIDA","MIAMI","33139",1
"FLORIDA","MIAMI","33149",1
"FLORIDA","MIAMI","33150",1
"FLORIDA","MIAMI","33160",1
"FLORIDA","MIAMI","33165",1
"FLORIDA","MIAMI","33167",1
"FLORIDA","MIAMI","33173",1
"FLORIDA","MIAMI","33175",1
"FLORIDA","MIAMI","33181",1
"FLORIDA","MIAMI","33187",1
"FLORIDA","MIAMI","33189",1
"FLORIDA","MIAMI","33193",1
"FLORIDA","MIAMI","33194",1
"FLORIDA","MIAMI BEACH","33141",1
"FLORIDA","MIAMI BEACH","33154",1
"FLORIDA","MIAMI GARDENS","33014",1
"FLORIDA","MIAMI LAKES","33014",1
"FLORIDA","MIAMI LAKES","33015",1
"FLORIDA","MIAMI LAKES","33018",1
"FLORIDA","MIAMI SPRINGS","33166",1
"FLORIDA","MIAMI,","33131",1
"FLORIDA","MIAMI,","33157",1
"FLORIDA","MIRAMAR","33023",1
"FLORIDA","MIRAMAR","33029",1
"FLORIDA","NAPLES","34102",1
"FLORIDA","NAPLES","34117",1
"FLORIDA","NEW PORT RICHEY","34652",1
"FLORIDA","NEW SMYRNA BEACH","32169",1
"FLORIDA","NEW YORK","10014",1
"FLORIDA","NORTH FORT MYERS","33917",1
"FLORIDA","NORTH MIAMI","33161",1
"FLORIDA","NORTH MIAMI BEACH","33160",1
"FLORIDA","NORTH MIAMI BEACH","33169",1
"FLORIDA","NORTH PORT","34288",1
"FLORIDA","OAKLAND PARK","33311",1
"FLORIDA","OAKLAND PARK","33334",1
"FLORIDA","OCALA","34471",1
"FLORIDA","OCALA","34480",1
"FLORIDA","OCOEE","34761",1
"FLORIDA","OKEECHOBEE","34974",1
"FLORIDA","OLRANDO","32837",1
